,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B,logP
MIR_7031_5P,0.073796074,-0.001704658,0.816223774,0.421354281,0.821813706,-4.734814247,0.375352589
TABULA_MURIS_SENIS_MARROW_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_CELL_AGEING,0.200166935,-0.038212344,0.815877302,0.421549094,0.821813706,-4.734937852,0.37515184
MIR_146A_3P,0.082592611,-0.033042199,0.815608295,0.421700387,0.821813706,-4.735033788,0.374996
GOBP_SEQUESTERING_OF_CALCIUM_ION,0.081576056,-0.008414264,0.815457391,0.421785273,0.821813706,-4.735087592,0.374908588
GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY,0.082029281,-0.015769453,0.815041488,0.422019279,0.821813706,-4.735235832,0.374667709
GOBP_REGULATION_OF_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,0.129098766,-0.048903585,0.81460084,0.422267296,0.821813706,-4.735392815,0.374412553
WP_SELENIUM_MICRONUTRIENT_NETWORK,0.10878648,-0.036613783,0.814291594,0.422441406,0.821813706,-4.735502939,0.37423352
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.082472304,-0.037523086,0.814196234,0.422495105,0.821813706,-4.735536889,0.374178318
GOBP_REGULATION_OF_RUFFLE_ASSEMBLY,-0.107355666,-0.069597295,-0.81408348,0.422558603,0.821813706,-4.735577027,0.374113052
GOBP_INTRACILIARY_TRANSPORT,-0.108467749,0.000851944,-0.814007477,0.422601409,0.821813706,-4.73560408,0.37406906
MIR_140_5P,0.099811081,-0.02170367,0.813877933,0.422674375,0.821813706,-4.735650185,0.373994081
MIR_101B_3P,0.105890104,-0.02388895,0.81381453,0.422710089,0.821813706,-4.735672747,0.373957386
GOBP_REGULATION_OF_RESPONSE_TO_FOOD,-0.139939598,0.062119592,-0.813783405,0.422727623,0.821813706,-4.735683823,0.373939373
HOLLERN_EMT_BREAST_TUMOR_DN,-0.111836395,0.081407485,-0.813269044,0.423017437,0.821813706,-4.735866797,0.373641731
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY,0.077096762,-0.033695646,0.813243381,0.423031899,0.821813706,-4.735875923,0.373626883
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,0.09458077,-0.01782709,0.81317253,0.423071831,0.821813706,-4.735901118,0.37358589
GOCC_CHAPERONE_COMPLEX,0.125019136,-0.048610658,0.813128033,0.42309691,0.821813706,-4.73591694,0.373560146
GOBP_CD40_SIGNALING_PATHWAY,0.105028585,-0.041260506,0.813007953,0.423164594,0.821813706,-4.735959634,0.373490677
APRELIKOVA_BRCA1_TARGETS,0.130940204,-0.055536386,0.812810798,0.423275736,0.821813706,-4.736029719,0.373376626
LMX1B_TARGET_GENES,0.1438914,-0.018075336,0.812703271,0.42333636,0.821813706,-4.736067936,0.373314428
GOBP_NEGATIVE_REGULATION_OF_GLIOGENESIS,0.110860425,-0.021865526,0.812664624,0.423358151,0.821813706,-4.736081671,0.373292074
MATTHEWS_AP1_TARGETS,0.12244327,-0.060505085,0.81243415,0.423488115,0.821813706,-4.736163566,0.373158774
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,0.103025067,-0.014820866,0.812414663,0.423499105,0.821813706,-4.73617049,0.373147504
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,-0.07160955,0.020846651,-0.8123162,0.423554636,0.821813706,-4.73620547,0.37309056
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.070700943,-0.023020631,0.812215239,0.423611581,0.821813706,-4.736241333,0.373032175
GOBP_T_CELL_EXTRAVASATION,-0.104689828,-0.022704094,-0.811881823,0.423799671,0.821813706,-4.73635974,0.372839385
GOBP_TRANSPOSITION,-0.116614759,-0.01950582,-0.811458968,0.42403829,0.821813706,-4.736509844,0.372594925
MIR_6957_3P,0.088642105,-0.041700931,0.811290119,0.424133596,0.821813706,-4.736569762,0.372497325
REACTOME_GPER1_SIGNALING,0.117413665,-0.038490088,0.811147242,0.424214252,0.821813706,-4.736620454,0.372414744
GOBP_BLASTODERM_SEGMENTATION,-0.129399733,0.045265231,-0.811110362,0.424235073,0.821813706,-4.736633537,0.37239343
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,0.082898275,-0.036423948,0.81107627,0.424254321,0.821813706,-4.736645632,0.372373726
MIR_3071_5P,0.095115117,-0.021214638,0.810975525,0.424311202,0.821813706,-4.736681368,0.372315503
GOMF_SPECTRIN_BINDING,-0.092935867,0.032607364,-0.810789891,0.424416024,0.821813706,-4.736747205,0.372208228
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.110057753,-0.04186212,0.81078693,0.424417696,0.821813706,-4.736748255,0.372206517
GOBP_STRIATUM_DEVELOPMENT,0.114216646,-0.012825217,0.810779111,0.424422111,0.821813706,-4.736751027,0.372201999
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX,0.135283031,-0.038583231,0.810676781,0.424479901,0.821813706,-4.736787313,0.372142869
REACTOME_MACROAUTOPHAGY,0.101446661,-0.042993423,0.810377438,0.424648981,0.821813706,-4.736893435,0.371969914
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS,0.102517315,-0.011044447,0.810199911,0.424749274,0.821813706,-4.736956354,0.371867355
GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION,0.130143147,-0.056896304,0.810181986,0.424759402,0.821813706,-4.736962706,0.371857
REACTOME_RHOB_GTPASE_CYCLE,-0.100011042,-0.033073499,-0.810081476,0.424816191,0.821813706,-4.736998322,0.371798939
BIOCARTA_AGR_PATHWAY,-0.085593598,0.01748778,-0.80955955,0.425111165,0.821813706,-4.737183203,0.371497489
MIR_7650_5P,0.091977693,-0.033319363,0.809426717,0.425186257,0.821813706,-4.737230239,0.371420781
GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION,-0.128774023,0.007545918,-0.80934682,0.425231428,0.821813706,-4.737258527,0.371374645
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,-0.117033714,0.045614823,-0.809160132,0.425336986,0.821813706,-4.737324614,0.371266851
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,0.09860946,-0.026075581,0.808862437,0.425505344,0.821813706,-4.737429968,0.371094981
MIR_202_5P,0.084409084,-0.017877925,0.808820989,0.425528788,0.821813706,-4.737444634,0.371071054
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION,0.111216275,-0.046395425,0.808751875,0.425567881,0.821813706,-4.737469087,0.371031157
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.133104088,-0.038239573,0.80873266,0.425578751,0.821813706,-4.737475885,0.371020065
RAO_BOUND_BY_SALL4_ISOFORM_B,0.078483852,-0.023185362,0.808619312,0.42564287,0.821813706,-4.737515984,0.370954637
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,-0.066449841,-0.020115898,-0.808614364,0.42564567,0.821813706,-4.737517734,0.370951781
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,0.16665265,-0.053089,0.808574676,0.425668122,0.821813706,-4.737531773,0.370928872
GOBP_REGULATION_OF_PODOSOME_ASSEMBLY,-0.135504938,-0.049109379,-0.808558681,0.425677171,0.821813706,-4.737537431,0.37091964
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,0.084734261,-0.018125677,0.808453578,0.425736636,0.821813706,-4.737574605,0.370858976
IKEDA_MIR30_TARGETS_UP,0.14298922,-0.032219911,0.808430629,0.42574962,0.821813706,-4.737582721,0.370845731
GOBP_POST_EMBRYONIC_ANIMAL_ORGAN_DEVELOPMENT,0.14298372,-0.040008517,0.808300826,0.425823067,0.821813706,-4.737628625,0.370770816
MIR_350_5P,0.084692226,-0.021063606,0.808240774,0.42585705,0.821813706,-4.737649859,0.370736159
MIR_7009_3P,0.096799692,-0.040803771,0.807925865,0.426035278,0.821813706,-4.737761187,0.370554437
MIR_873A_5P,0.087432199,-0.031134967,0.807776428,0.426119871,0.821813706,-4.737814003,0.370468213
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS,-0.107508136,0.022010983,-0.807767832,0.426124737,0.821813706,-4.73781704,0.370463254
AFFAR_YY1_TARGETS_DN,0.076567701,-0.009692606,0.807742269,0.426139209,0.821813706,-4.737826074,0.370448505
MIR_6982_5P,0.114264463,-0.018880968,0.807740228,0.426140364,0.821813706,-4.737826795,0.370447328
AFFAR_YY1_TARGETS_UP,-0.069341855,0.019042252,-0.807692027,0.426167652,0.821813706,-4.737843828,0.370419518
MIR_7229_3P,0.095694548,-0.030496898,0.80733779,0.426368232,0.821813706,-4.737968978,0.370215161
BAKER_HEMATOPOESIS_STAT1_TARGETS,0.125202902,0.017811892,0.80710542,0.426499839,0.821813706,-4.738051045,0.370081129
GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS,0.106903722,-0.04211755,0.806823057,0.426659793,0.821813706,-4.738150739,0.369918282
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,0.089847323,-0.045967572,0.806753274,0.42669933,0.821813706,-4.738175372,0.369878039
GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT,-0.083923539,0.024478834,-0.806716946,0.426719913,0.821813706,-4.738188195,0.36985709
chrXE3,-0.120087909,-0.020918432,-0.806640797,0.426763061,0.821813706,-4.738215072,0.369813179
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,-0.099701388,0.014881331,-0.806621589,0.426773945,0.821813706,-4.738221851,0.369802103
MIR_12194_3P,0.074326628,-0.040198433,0.806515869,0.426833853,0.821813706,-4.738259161,0.369741144
MIR_298_5P,0.077713282,-0.008213974,0.806394449,0.426902664,0.821813706,-4.738302005,0.369671135
GOBP_LYSOSOMAL_MICROAUTOPHAGY,0.144101527,-0.030956634,0.806332739,0.426937639,0.821813706,-4.738323778,0.369635556
MIR_7672_3P,0.138026626,-0.056088264,0.806305042,0.426953337,0.821813706,-4.73833355,0.369619588
MIR_3073B_5P,0.10300198,-0.045297395,0.806158566,0.427036363,0.821813706,-4.738385223,0.369535142
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.083248937,-0.027858435,0.806148802,0.427041898,0.821813706,-4.738388667,0.369529513
ZHENG_IL22_SIGNALING_UP,-0.110905288,0.002639533,-0.806063812,0.427090077,0.821813706,-4.738418645,0.369480519
GOBP_REGULATION_OF_ODONTOGENESIS,-0.130429022,0.020232097,-0.805958389,0.427149845,0.821813706,-4.738455826,0.369419747
GOBP_DECIDUALIZATION,0.118466091,-0.026662371,0.805876415,0.427196321,0.821813706,-4.738484733,0.369372496
GOBP_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.073882901,-0.027304833,0.805702978,0.427294665,0.821813706,-4.738545886,0.369272529
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,-0.114354407,0.059137647,-0.805351448,0.427494035,0.821813706,-4.738669795,0.36906994
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION,0.112932586,-0.00762725,0.805266256,0.427542361,0.821813706,-4.738699817,0.369020849
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,0.096715835,-0.053829966,0.805169675,0.42759715,0.821813706,-4.738733848,0.368965198
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX,0.14301318,-0.042097316,0.80507879,0.427648713,0.821813706,-4.738765869,0.368912831
GAVIN_FOXP3_TARGETS_CLUSTER_T4,0.122378249,-0.041749088,0.804756878,0.427831376,0.821813706,-4.738879259,0.368727369
MIR_3473C,0.056903901,0.006732622,0.804747596,0.427836643,0.821813706,-4.738882528,0.368722022
GOBP_TISSUE_MIGRATION,0.071497818,-0.01060892,0.804626547,0.427905343,0.821813706,-4.738925155,0.36865229
GOBP_PROTEIN_AUTOUBIQUITINATION,0.116070233,-0.048349177,0.804573881,0.427935235,0.821813706,-4.738943699,0.368621953
REACTOME_VISUAL_PHOTOTRANSDUCTION,-0.081624264,0.031201884,-0.804527429,0.427961602,0.821813706,-4.738960054,0.368595196
REACTOME_TBC_RABGAPS,-0.105589113,-0.044060953,-0.80444144,0.428010412,0.821813706,-4.738990327,0.368545666
NR0B2_TARGET_GENES,0.075885197,-0.024762805,0.804370145,0.428050884,0.821813706,-4.739015425,0.368504602
KONG_E2F3_TARGETS,0.127780529,-0.037488165,0.804038272,0.428239309,0.821813706,-4.739132228,0.368313471
GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.12643914,-0.063404738,0.804022945,0.428248012,0.821813706,-4.739137621,0.368304645
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,-0.135266371,-0.05121983,-0.803914884,0.428309376,0.821813706,-4.739175643,0.368242418
TABULA_MURIS_SENIS_HEART_AND_AORTA_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING,0.162793623,-0.00951826,0.803647692,0.42846113,0.821813706,-4.739269635,0.368088571
HALLMARK_P53_PATHWAY,0.075212095,-0.037704358,0.803625075,0.428473977,0.821813706,-4.739277589,0.368075549
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.071732104,-0.0200593,0.803624588,0.428474254,0.821813706,-4.739277761,0.368075269
MIR_6958_3P,0.08002632,-0.014508917,0.802909366,0.428880639,0.821813706,-4.73952921,0.367663558
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING,0.172495192,-0.035582768,0.80282123,0.428930734,0.821813706,-4.739560182,0.367612834
GOBP_REGULATION_OF_PLATELET_AGGREGATION,-0.111816401,0.012457899,-0.802803142,0.428941016,0.821813706,-4.739566537,0.367602424
VANDESLUIS_NORMAL_EMBRYOS_DN,-0.152734163,0.034751561,-0.802726608,0.42898452,0.821813706,-4.739593429,0.36755838
RIZ_ERYTHROID_DIFFERENTIATION,0.103865669,-0.044266183,0.802718805,0.428988955,0.821813706,-4.73959617,0.367553889
MIR_338_5P,0.086313088,-0.004877583,0.802668583,0.429017505,0.821813706,-4.739613815,0.367524987
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,0.071055988,0.014604058,0.802549379,0.429085272,0.821813706,-4.739655691,0.367456392
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN,0.108780068,-0.056489663,0.80252759,0.42909766,0.821813706,-4.739663345,0.367443854
MIR_12196_5P,0.073406762,-0.017266649,0.802463032,0.429134364,0.821813706,-4.739686022,0.367406707
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,0.070803487,-0.023810605,0.802234907,0.42926408,0.821813706,-4.739766138,0.367275451
GOBP_T_CELL_PROLIFERATION,0.086733563,-0.033719244,0.802173746,0.429298862,0.821813706,-4.739787614,0.367240263
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP,0.097916737,-0.03595956,0.80206922,0.429358309,0.821813706,-4.739824313,0.367180129
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE,0.112152681,-0.016876653,0.802032736,0.429379059,0.821813706,-4.739837121,0.36715914
REACTOME_HS_GAG_BIOSYNTHESIS,-0.11368021,-0.030227961,-0.802006675,0.429393882,0.821813706,-4.739846271,0.367144148
GOBP_OLFACTORY_LOBE_DEVELOPMENT,0.076369722,0.015761637,0.801938838,0.429432467,0.821813706,-4.739870084,0.367105124
GOBP_LIPID_HOMEOSTASIS,0.064638665,-0.028074475,0.801936271,0.429433927,0.821813706,-4.739870985,0.367103648
GOBP_ACETYL_COA_METABOLIC_PROCESS,0.078372299,-0.014186524,0.80097936,0.429978439,0.822522242,-4.740206701,0.366553321
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.090581108,-0.007751527,0.800933384,0.430004611,0.822522242,-4.740222821,0.366526887
MIR_669K_3P,0.105024135,-0.018279412,0.800869661,0.430040888,0.822522242,-4.740245163,0.36649025
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.066640602,0.010170674,0.800403506,0.430306321,0.822761804,-4.74040855,0.366222274
REACTOME_REPRESSION_OF_WNT_TARGET_GENES,0.137411741,0.014864414,0.800332324,0.430346862,0.822761804,-4.740433491,0.36618136
MIR_194_1_3P,-0.072429244,0.004724781,-0.800233889,0.430402928,0.822761804,-4.740467978,0.366124783
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,0.086131201,-0.035681082,0.800024998,0.430521922,0.822835063,-4.740541152,0.36600473
GOBP_DETECTION_OF_BIOTIC_STIMULUS,-0.106212598,0.013912233,-0.799763264,0.430671045,0.822835063,-4.74063281,0.365854326
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.065579935,-0.026086926,0.799750952,0.430678061,0.822835063,-4.740637121,0.365847251
BOYLAN_MULTIPLE_MYELOMA_PCA3_DN,-0.069369916,-0.023603167,-0.799246159,0.43096576,0.822937753,-4.740813817,0.365557233
GOMF_PROTEIN_KINASE_A_CATALYTIC_SUBUNIT_BINDING,0.140963053,-0.013121669,0.798653508,0.431303683,0.822937753,-4.741021134,0.365216833
MIR_3073A_5P,0.096778931,-0.05196598,0.798626785,0.431318924,0.822937753,-4.741030478,0.365201487
MIR_361_5P,0.103829721,-0.02508414,0.798558572,0.43135783,0.822937753,-4.74105433,0.365162315
MIR_126A_5P,0.069694502,-0.003979712,0.798493271,0.431395076,0.822937753,-4.741077162,0.365124816
GOBP_MITOTIC_SPINDLE_ORGANIZATION,0.088713251,-0.037160858,0.798367289,0.43146694,0.822937753,-4.741121205,0.365052476
GOBP_MESENCHYME_DEVELOPMENT,0.067411995,-0.002606397,0.79833426,0.431485782,0.822937753,-4.741132751,0.365033511
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,-0.058360347,-0.010151733,-0.798105063,0.431616544,0.822937753,-4.741212859,0.364901917
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS,0.085836166,0.007179044,0.798085145,0.431627909,0.822937753,-4.74121982,0.364890481
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA,0.138835733,-0.001364005,0.798069144,0.431637039,0.822937753,-4.741225412,0.364881295
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,-0.126549249,-0.026610325,-0.79798926,0.431682622,0.822937753,-4.741253326,0.364835434
HEVNER_CORTEX_PROLIFERATING_CELLS,0.141284366,-0.02433133,0.797838451,0.431768684,0.822937753,-4.741306017,0.36474886
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,0.08977502,-0.038690326,0.797732972,0.431828884,0.822937753,-4.741342865,0.364688313
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP,0.110443501,-0.031322083,0.797616813,0.431895184,0.822937753,-4.741383439,0.364621638
GOBP_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION,0.111681515,-0.047578394,0.797580335,0.431916006,0.822937753,-4.741396179,0.364600701
GOBP_OVULATION_CYCLE_PROCESS,0.087819508,0.028184448,0.796980935,0.432258239,0.823439306,-4.74160545,0.36425672
GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS,0.109301701,-0.029487205,0.796807922,0.432357053,0.823477055,-4.741665827,0.364157452
BIOCARTA_MPR_PATHWAY,0.146011899,0.003858752,0.79643835,0.432568175,0.823728656,-4.741794759,0.363945435
SEKI_INFLAMMATORY_RESPONSE_LPS_DN,-0.141255705,-0.044404432,-0.79608092,0.432772421,0.823967071,-4.741919401,0.363740423
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY,0.135578939,-0.050156714,0.795805083,0.432930082,0.824116724,-4.742015554,0.363582236
TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_MYELOID_CELL_AGEING,0.155734151,-0.02644001,0.795365958,0.433181148,0.824251354,-4.742168565,0.363330452
LEE_AGING_CEREBELLUM_UP,0.078926582,-0.021116524,0.795224556,0.433262012,0.824251354,-4.742217819,0.363249388
WP_TOLLLIKE_RECEPTOR_SIGNALING,0.115076117,-0.062648189,0.795221119,0.433263978,0.824251354,-4.742219016,0.363247417
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.088910728,-0.038299614,0.794914934,0.433439109,0.824251354,-4.742325639,0.363071905
GOBP_MONOCYTE_CHEMOTAXIS,-0.082165485,0.024466534,-0.794897886,0.433448861,0.824251354,-4.742331575,0.363062134
GOCC_PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX,0.195452006,-0.06342766,0.794851771,0.433475242,0.824251354,-4.74234763,0.363035702
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,0.072078125,-0.025195,0.794662038,0.433583792,0.824287389,-4.742413677,0.362926961
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION,0.072615888,-0.003081677,0.794542232,0.433652345,0.824287389,-4.742455375,0.362858301
WP_IL5_SIGNALING_PATHWAY,0.151527839,-0.02142785,0.793982032,0.433972974,0.824746451,-4.74265027,0.362537315
BIOCARTA_IGF1R_PATHWAY,0.159922728,-0.026709925,0.793746171,0.434108013,0.824852703,-4.74273229,0.362402198
MIR_3086_5P,-0.083775023,-0.03059294,-0.793351834,0.434333841,0.825131393,-4.742869366,0.362176332
GOBP_INHIBITORY_POSTSYNAPTIC_POTENTIAL,-0.1182456,0.041400798,-0.793070907,0.434494765,0.825187587,-4.742966982,0.362015451
RIZ_ERYTHROID_DIFFERENTIATION_12HR,0.111004322,0.013500821,0.792843271,0.434625189,0.825187587,-4.743046056,0.361885108
LEI_HOXC8_TARGETS_UP,-0.108148576,-0.038325873,-0.79282698,0.434634524,0.825187587,-4.743051715,0.361875779
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_PRECURSOR_CELL_AGEING,0.112091938,-0.028161413,0.792514398,0.434813659,0.825187587,-4.74316026,0.361696822
GOBP_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT,-0.131692162,0.016052202,-0.792491408,0.434826836,0.825187587,-4.743168242,0.361683661
GOMF_ALPHA_TUBULIN_BINDING,0.087411149,-0.015071293,0.792471244,0.434838394,0.825187587,-4.743175243,0.361672117
GOMF_DEMETHYLASE_ACTIVITY,0.098438452,-0.048889901,0.792235561,0.434973494,0.82529372,-4.743257055,0.361537207
MIR_149_3P,-0.069353818,-0.019832166,-0.791723157,0.435267306,0.825376771,-4.743434846,0.361243952
BIOCARTA_CD40_PATHWAY,0.190616754,-0.036331814,0.791631425,0.435319918,0.825376771,-4.743466663,0.361191461
LEE_CALORIE_RESTRICTION_MUSCLE_DN,0.103359355,-0.023816396,0.791368055,0.435470993,0.825376771,-4.743557994,0.361040768
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,0.090311263,-0.024602344,0.791266105,0.435529482,0.825376771,-4.743593341,0.360982441
GOCC_CILIARY_BASAL_BODY,-0.056963635,-0.005255006,-0.79126084,0.435532503,0.825376771,-4.743595166,0.360979429
MIR_6975_3P,-0.061070933,0.025735455,-0.791195999,0.435569705,0.825376771,-4.743617644,0.360942335
GOBP_ANIMAL_ORGAN_MATURATION,-0.096635262,0.017732177,-0.791163496,0.435588354,0.825376771,-4.743628911,0.36092374
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,0.137827744,-0.022689024,0.791054825,0.43565071,0.825376771,-4.743666579,0.360861574
GOCC_RECEPTOR_COMPLEX,-0.057094962,0.025190668,-0.790840286,0.435773828,0.825381114,-4.743740928,0.360738856
GOMF_ENZYME_ACTIVATOR_ACTIVITY,0.077383236,-0.029568328,0.790774886,0.435811363,0.825381114,-4.743763589,0.36070145
MIR_3090_3P,0.087090777,-0.051342036,0.790607654,0.435907354,0.825412944,-4.743821526,0.360605805
MIR_6986_3P,0.07845351,-0.018220319,0.790367178,0.436045408,0.825524397,-4.743904819,0.360468283
MIR_687,0.080309657,-0.036126126,0.790094378,0.436202051,0.825597273,-4.743999279,0.360312297
GOBP_TELOMERE_CAPPING,0.102187256,-0.045609514,0.790024284,0.436242304,0.825597273,-4.744023545,0.360272221
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH,0.103661841,-0.032155202,0.789295215,0.436661131,0.8260601,-4.744275824,0.359855465
MIR_5104,0.096237742,-0.009635431,0.78918316,0.436725524,0.8260601,-4.744314578,0.359791425
GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT,0.078658855,-0.008611421,0.788969649,0.436848236,0.8260601,-4.744388408,0.359669413
GOMF_PALMITOYLTRANSFERASE_ACTIVITY,0.086368727,-0.031044874,0.788884667,0.436897084,0.8260601,-4.744417789,0.359620854
GOCC_NUCLEOID,0.078198279,-0.044347674,0.78878414,0.436954872,0.8260601,-4.744452541,0.359563414
GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS,-0.134181463,-0.016433115,-0.788526697,0.437102883,0.8260601,-4.744541518,0.359416329
GOBP_SCHWANN_CELL_MIGRATION,0.155174681,-0.02314031,0.78849658,0.4371202,0.8260601,-4.744551925,0.359399123
MILI_PSEUDOPODIA,0.110366444,-0.050598538,0.788495488,0.437120828,0.8260601,-4.744552302,0.359398499
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.166595579,-0.006772233,0.788272282,0.437249184,0.826072786,-4.744629422,0.359270992
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.081039733,-0.046626752,0.788055744,0.437373727,0.826072786,-4.744704218,0.359147309
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.089409637,-0.024166892,0.787616835,0.437626233,0.826072786,-4.744855766,0.358896653
MIR_758_3P,0.077714981,-0.018566149,0.78751419,0.437685298,0.826072786,-4.744891196,0.358838042
MIR_466A_3P_MIR_466D_3P_MIR_466E_3P,0.089141949,-0.023794767,0.787461114,0.437715841,0.826072786,-4.744909515,0.358807736
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.08595549,-0.052395331,0.787426094,0.437735995,0.826072786,-4.744921602,0.35878774
MIR_196B_5P,0.074864792,-0.010253458,0.787294544,0.437811705,0.826072786,-4.744966998,0.358712632
GOBP_NEGATIVE_REGULATION_OF_SECRETION,0.063739839,0.003190371,0.787258009,0.437832733,0.826072786,-4.744979605,0.358691773
DNMT1_TARGET_GENES,-0.074846023,0.006709524,-0.786916055,0.438029579,0.826072786,-4.745097572,0.358496562
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.082860522,-0.006742229,0.786915255,0.438030039,0.826072786,-4.745097848,0.358496106
GOCC_CHROMOCENTER,0.137467938,-0.046817194,0.786660387,0.438176789,0.826072786,-4.745185741,0.358350632
