,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B
REACTOME_REGULATION_OF_PTEN_LOCALIZATION,0.332927187,-0.082426152,1.98072739,0.053518193,0.082483611,-4.552935253
MIR_6997_5P,0.113301383,-0.013339378,1.98055962,0.053537639,0.082502091,-4.553239684
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS,0.14156816,-0.021101276,1.980400234,0.053556119,0.082519077,-4.55352888
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,0.158180245,-0.047459873,1.97834328,0.053795102,0.082875763,-4.557259341
GOCC_METHYLOSOME,0.392107651,-0.081655347,1.978099744,0.053823458,0.082907905,-4.557700799
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS,0.111243105,0.024072065,1.977849927,0.053852558,0.082941185,-4.558153595
GOMF_FATTY_ACID_LIGASE_ACTIVITY,0.195907708,-0.033127686,1.977324344,0.053913826,0.08302399,-4.55910606
GOBP_DENDRITE_EXTENSION,0.15494095,-0.038862943,1.976381662,0.054023865,0.083181869,-4.560813865
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS,0.205963712,-0.019358078,1.976282268,0.054035479,0.083188176,-4.560993891
GOBP_INTERFERON_ALPHA_PRODUCTION,0.281508968,-0.064564792,1.973836719,0.054321903,0.083617497,-4.565420972
chr18E1,-0.116442888,0.00261324,-1.973715772,0.054336103,0.083627721,-4.565639797
GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.342253697,-0.089988209,1.973406298,0.05437245,0.083672024,-4.566199667
GOBP_AEROBIC_ELECTRON_TRANSPORT_CHAIN,0.322343716,-0.081396194,1.973271526,0.054388285,0.083684755,-4.566443461
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN,-0.140843298,0.043529115,-1.973098412,0.054408631,0.083704422,-4.566756592
MIR_7064_3P,0.23530628,-0.047130577,1.972770615,0.054447175,0.083733779,-4.567349451
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.280113373,-0.082612126,1.972756092,0.054448883,0.083733779,-4.567375716
GOMF_GDP_DISSOCIATION_INHIBITOR_ACTIVITY,0.320348572,-0.088026246,1.972743081,0.054450414,0.083733779,-4.567399247
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,0.147668983,-0.018084299,1.972187494,0.054515799,0.083822681,-4.568403891
chr14C2,-0.106511659,0.054147044,-1.970942714,0.05466254,0.08403663,-4.57065391
GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT,0.18077246,0.007170607,1.970150747,0.054756077,0.084168739,-4.572084816
REACTOME_METABOLISM_OF_COFACTORS,0.283881305,-0.10618881,1.969627896,0.054817906,0.084252076,-4.573029226
MIR_6933_3P,0.099437771,-0.018957337,1.969505633,0.054832372,0.084262607,-4.573250035
GOCC_IMMUNOGLOBULIN_COMPLEX,-0.400713788,0.008738419,-1.968181764,0.054989228,0.084491918,-4.575640227
GOMF_CARBOXYPEPTIDASE_ACTIVITY,-0.243290534,0.056077284,-1.967680823,0.055048681,0.084571526,-4.576544304
MIR_758_3P,0.127517329,-0.046876221,1.96479289,0.05539251,0.085087939,-4.581752533
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,0.3165535,-0.077997472,1.964429738,0.055435876,0.085142735,-4.582407
GOBP_SYNAPSE_ORGANIZATION,0.118755781,-0.016690749,1.963369085,0.055562703,0.085325682,-4.584317913
GOMF_EPHRIN_RECEPTOR_BINDING,0.165483228,-0.061603159,1.963294206,0.055571666,0.085327605,-4.584452785
WP_ELECTRON_TRANSPORT_CHAIN,0.317612933,-0.073978955,1.96169064,0.055763911,0.08561091,-4.587340083
GOBP_IMMUNOGLOBULIN_PRODUCTION,-0.124438564,-0.00718437,-1.961467087,0.055790757,0.085640244,-4.587742442
GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,0.268402884,-0.048146208,1.960866378,0.055862951,0.08573917,-4.588823432
chr11A2,-0.233608709,0.094950859,-1.960382506,0.055921161,0.08581661,-4.589693967
chr9A2,-0.163018047,0.012757782,-1.958987323,0.056089296,0.086062694,-4.592203028
REACTOME_SHC_MEDIATED_CASCADE_FGFR4,-0.161814323,0.043017154,-1.958712008,0.056122526,0.086101742,-4.592697969
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,0.189162545,-0.065377127,1.958027263,0.056205246,0.086216697,-4.5939287
MIR_7008_5P,0.10866191,-0.009491743,1.957943846,0.05621533,0.086220214,-4.594078605
GOBP_NOSE_DEVELOPMENT,-0.192028165,0.114337053,-1.95751762,0.056266881,0.08628732,-4.594844474
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.094177235,-0.02543497,1.957116462,0.056315437,0.086349816,-4.595565169
HOUSTIS_ROS,0.266661117,-0.055467036,1.957032071,0.056325656,0.08635352,-4.595716765
GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,0.146673906,-0.036737382,1.955985146,0.056452564,0.086536096,-4.597596951
GOBP_B_CELL_ACTIVATION,0.19979626,-0.059322994,1.955658939,0.056492158,0.086584795,-4.598182618
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,0.304087516,-0.067349018,1.955557488,0.056504476,0.086591681,-4.598364744
GOBP_CORONARY_VASCULATURE_DEVELOPMENT,0.126888871,-0.05944649,1.955470614,0.056515026,0.086595857,-4.598520695
GOBP_FEMALE_GAMETE_GENERATION,0.126845518,-0.035302525,1.955070258,0.056563669,0.086658391,-4.599239315
GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS,0.272330218,-0.053584093,1.954478007,0.056635692,0.086756723,-4.600302149
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,0.232928486,-0.002391311,1.954095504,0.05668225,0.086816024,-4.600988433
GAVIN_FOXP3_TARGETS_CLUSTER_P2,0.165021996,-0.070063341,1.953902576,0.056705745,0.086839991,-4.601334538
GOMF_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.184023565,0.025271072,1.95314203,0.056798448,0.086969922,-4.602698652
MIR_5108,0.11547419,-0.011943784,1.953040539,0.056810829,0.086976844,-4.602880652
GOBP_HEART_GROWTH,0.103719339,-0.034443789,1.952861098,0.056832724,0.08699833,-4.603202418
GOBP_PROTEIN_LOCALIZATION_TO_POSTSYNAPSE,0.139763004,-0.032145827,1.952204046,0.056912959,0.087109101,-4.6043804
REACTOME_FLT3_SIGNALING,0.309763789,-0.07558101,1.949725947,0.057216443,0.087561494,-4.608820193
GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION,-0.175344381,-0.031578328,-1.949451984,0.05725008,0.087600855,-4.609310736
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,-0.153569098,0.07318812,-1.94938349,0.057258492,0.087601614,-4.609433369
MIR_370_5P,0.109944108,0.006759651,1.949069237,0.057297101,0.087648565,-4.609995963
GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX,0.398155996,-0.113945948,1.948398609,0.057379568,0.087760234,-4.611196307
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION,0.263227083,-0.077933691,1.948346651,0.057385962,0.087760234,-4.61128929
GOMF_THIOESTERASE_BINDING,0.298945509,-0.071956262,1.947772809,0.057456615,0.087856143,-4.612316098
WOTTON_RUNX_TARGETS_UP,0.198912947,-0.026994647,1.947362705,0.057507155,0.087918013,-4.613049765
GOMF_DEATH_RECEPTOR_ACTIVITY,0.272171329,-0.034850373,1.947315556,0.057512967,0.087918013,-4.613134104
GOBP_RESPONSE_TO_ACTIVITY,-0.187805537,0.07519731,-1.947229858,0.057523534,0.087922021,-4.613287397
GOBP_LUNG_EPITHELIUM_DEVELOPMENT,0.140468495,0.020115154,1.946622842,0.057598428,0.088019884,-4.614373029
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.152283964,-0.027847329,1.946582001,0.05760347,0.088019884,-4.614446061
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING,0.215491209,-0.086446126,1.945882751,0.057689854,0.088139711,-4.615696277
MIR_6935_5P,0.103912707,0.000375988,1.944277111,0.057888633,0.0884312,-4.618565621
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION,-0.271008011,0.021510443,-1.943700555,0.057960154,0.088522333,-4.619595461
GOMF_PROTEIN_TYROSINE_KINASE_BINDING,0.120114579,-0.008763934,1.943667236,0.057964289,0.088522333,-4.619654967
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,0.238679427,-0.04175618,1.943290114,0.058011114,0.088581619,-4.620328429
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN,-0.166512808,0.037793379,-1.942942984,0.058054245,0.088635247,-4.620948235
GOBP_FAT_CELL_DIFFERENTIATION,0.114074582,-0.018332352,1.942761743,0.058076774,0.088657412,-4.621271805
REACTOME_SYNTHESIS_OF_PA,0.153091763,0.008247139,1.942680948,0.05808682,0.088660517,-4.621416041
GOBP_SENSORY_ORGAN_MORPHOGENESIS,-0.139963748,0.03788914,-1.942317863,0.058131984,0.088717216,-4.62206416
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,0.132888163,-0.041935336,1.942099064,0.058159214,0.088746534,-4.622454675
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP,0.237155005,-0.080996816,1.941905187,0.058183352,0.088771126,-4.622800676
GOMF_NITRIC_OXIDE_SYNTHASE_BINDING,0.223806559,-0.045977779,1.94068749,0.058335155,0.088990463,-4.624973166
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN,-0.243737179,0.098853014,-1.939950095,0.058427246,0.089118663,-4.626288189
GOBP_NEURON_PROJECTION_GUIDANCE,-0.184164261,0.046582325,-1.93956964,0.058474808,0.089178918,-4.626966504
GOBP_PEPTIDYL_TYROSINE_MODIFICATION,0.122495151,-0.034466773,1.939200549,0.058520982,0.089227975,-4.627624449
chr15E1,0.131519058,-0.048178251,1.939133996,0.058529311,0.089227975,-4.627743075
MIR_6343,0.100541392,-0.020750614,1.939115496,0.058531627,0.089227975,-4.627776051
GOBP_MACROPHAGE_ACTIVATION,0.161551933,-0.047311159,1.939054766,0.058539228,0.089227975,-4.627884294
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,0.188908792,-0.019382699,1.938799347,0.058571208,0.089264425,-4.628339514
GOCC_MYOSIN_II_COMPLEX,-0.234795176,0.043290791,-1.938553321,0.058602027,0.089293726,-4.628777948
GOBP_PROTEIN_MATURATION,0.144148125,-0.044806824,1.938504222,0.058608179,0.089293726,-4.62886544
GOBP_NEUROBLAST_DIVISION,0.190506925,-0.04520692,1.938398535,0.058621423,0.089293726,-4.629053761
GOBP_ENDODERMAL_CELL_FATE_COMMITMENT,-0.23460786,0.049807012,-1.938388255,0.058622711,0.089293726,-4.629072079
chr3H1,0.283451911,-0.095248136,1.938102356,0.058658552,0.089336022,-4.629581471
TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_T_CELL_AGEING,0.316197388,-0.080073873,1.937666452,0.058713235,0.089406998,-4.630358008
TABULA_MURIS_SENIS_MARROW_NAIVE_T_CELL_AGEING,-0.331756443,-0.069869175,-1.937482737,0.058736294,0.089429806,-4.630685242
GOBP_RESPONSE_TO_PROSTAGLANDIN,-0.170863796,0.073359873,-1.937368838,0.058750594,0.089439273,-4.630888105
GOBP_INNERVATION,-0.218282014,0.100206879,-1.937102404,0.058784057,0.089477905,-4.631362607
GOBP_CELL_RECOGNITION,-0.13022545,0.004785238,-1.936822094,0.05881928,0.089519207,-4.631861761
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.156172434,0.035761083,1.935608216,0.058972022,0.089739328,-4.634022636
GOBP_TUBE_FORMATION,0.084983678,0.01387849,1.935023288,0.059045745,0.08983916,-4.63506348
MA_MYELOID_DIFFERENTIATION_UP,0.250252999,-0.062963504,1.934026832,0.059171517,0.090018148,-4.636835999
PLASARI_TGFB1_TARGETS_1HR_UP,-0.258557374,0.018916191,-1.932376962,0.059380268,0.090323305,-4.639769124
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,-0.192477664,-0.03236054,-1.931205105,0.05952892,0.090536976,-4.641851153
GOBP_TRANSLOCATION_OF_MOLECULES_INTO_HOST,0.331222824,-0.078311762,1.930985836,0.059556771,0.090564994,-4.642240607
GOBP_REGULATION_OF_DENDRITE_EXTENSION,0.167102915,-0.024200618,1.930931209,0.059563711,0.090564994,-4.642337627
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION,-0.252863201,0.095485359,-1.930658098,0.059598418,0.090605317,-4.642822648
GOCC_SPLICEOSOMAL_TRI_SNRNP_COMPLEX,0.353780812,-0.08480438,1.930137004,0.059664689,0.090693606,-4.643747906
GOBP_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME,0.312956103,-0.091148806,1.929219229,0.059781561,0.090855709,-4.645376994
GOMF_CHEMOATTRACTANT_ACTIVITY,-0.199207183,0.017536942,-1.929170647,0.059787753,0.090855709,-4.645463212
MP_INCREASED_LUNG_ADENOCARCINOMA_INCIDENCE,0.20687183,-0.061385308,1.928190197,0.059912834,0.091033285,-4.647202789
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN,-0.268608849,0.028634732,-1.927266276,0.060030908,0.091200168,-4.648841382
GOCC_GTPASE_COMPLEX,0.198108438,-0.07044991,1.926296807,0.060155017,0.091375123,-4.650560038
GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,0.163018293,0.005951988,1.926237758,0.060162583,0.091375123,-4.650664696
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN,0.166302945,-0.051458452,1.925649567,0.060237997,0.091477106,-4.651707046
MIR_7658_3P,0.208718429,-0.067831786,1.925118181,0.060306197,0.091568109,-4.652648497
GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,0.151483338,-0.066626404,1.924925085,0.060330996,0.091593196,-4.652990547
GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.14337598,-0.015604863,1.924473205,0.060389065,0.091668778,-4.653790897
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,0.252647529,-0.034268001,1.923911605,0.060461299,0.09176584,-4.654785355
GOMF_PLATELET_DERIVED_GROWTH_FACTOR_BINDING,0.27564319,-0.084627708,1.923334708,0.060535578,0.091865978,-4.655806644
MIR_365_1_5P,0.160807289,-0.060276715,1.923227657,0.06054937,0.091874309,-4.655996129
GOBP_NOTCH_SIGNALING_PATHWAY,0.108402722,-0.007350628,1.923042193,0.060573271,0.091897974,-4.656324388
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,0.294837736,-0.055165399,1.922147017,0.060688747,0.092060545,-4.65790841
SIX6_TARGET_GENES,0.182739892,-0.06189421,1.922070876,0.060698578,0.092062837,-4.658043113
GOBP_SKIN_DEVELOPMENT,-0.096621562,-0.01076286,-1.921975717,0.060710866,0.092068856,-4.658211456
MIR_669B_5P,0.083495094,-0.019672473,1.921573894,0.060762777,0.092128122,-4.658922227
GOBP_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,-0.133089039,0.02745846,-1.921544338,0.060766597,0.092128122,-4.658974504
GOMF_TITIN_BINDING,-0.207639622,0.050462919,-1.920677232,0.060878754,0.092273471,-4.660507849
MIR_217_5P,0.115446133,-0.01109568,1.920674216,0.060879144,0.092273471,-4.660513181
GOMF_NEUREXIN_FAMILY_PROTEIN_BINDING,-0.240120101,-0.025901595,-1.919466475,0.061035657,0.092498025,-4.662647907
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION,-0.183119863,-0.03948158,-1.919166212,0.061074622,0.092544402,-4.663178455
MIR_15B_3P,0.109731072,-0.030265849,1.918930605,0.061105211,0.092578076,-4.663594709
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,0.171216435,-0.073301542,1.918605822,0.0611474,0.092629312,-4.664168444
GOBP_ONE_CARBON_COMPOUND_TRANSPORT,-0.278639391,0.055899422,-1.918064127,0.061217821,0.092723296,-4.665125173
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,0.334614307,-0.075635474,1.917973658,0.061229588,0.092728428,-4.665284936
GOCC_SCHMIDT_LANTERMAN_INCISURE,-0.189784438,0.019879161,-1.916621469,0.061405705,0.092982421,-4.667672043
GOBP_REGULATION_OF_PROTEIN_NEDDYLATION,0.264247374,-0.078124764,1.915121591,0.061601564,0.093266234,-4.6703182
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,0.09629315,-0.011546492,1.914288182,0.061710624,0.093418572,-4.67178778
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,0.223964081,-0.07873717,1.913199041,0.061853397,0.093621898,-4.67370748
GOBP_AXONEME_ASSEMBLY,-0.207865666,0.025299983,-1.91262595,0.061928636,0.09372296,-4.674717226
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS,0.175484417,-0.046395714,1.912524412,0.061941975,0.093730328,-4.674896101
LEIN_ASTROCYTE_MARKERS,0.175113559,-0.015651327,1.909616907,0.062324964,0.094296973,-4.680014725
GOCC_SYNAPTIC_CLEFT,-0.267288613,0.080834404,-1.909383708,0.06235577,0.094330683,-4.680424981
TABULA_MURIS_SENIS_TRACHEA_ENDOTHELIAL_CELL_AGEING,0.319475601,-0.075063258,1.909286035,0.062368676,0.094337312,-4.680596799
BIOCARTA_CYTOKINE_PATHWAY,-0.227024599,0.059128069,-1.908051569,0.062531994,0.094571415,-4.682767735
GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,0.193669062,-0.08584191,1.907924737,0.062548794,0.094583897,-4.682990714
DESCARTES_ORGANOGENESIS_NUETROPHILS,-0.343582807,-0.102789327,-1.907337841,0.062626585,0.094688591,-4.684022353
GOCC_SPECIFIC_GRANULE,0.311516861,-0.12479961,1.906562844,0.062729435,0.094831138,-4.68538422
GOCC_PHOTORECEPTOR_OUTER_SEGMENT_MEMBRANE,-0.24888244,0.023608279,-1.905498183,0.062870961,0.095032107,-4.687254331
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,0.138575053,-0.073084973,1.905002192,0.062936987,0.095118915,-4.688125252
GOBP_RESPONSE_TO_PROTOZOAN,0.273306755,-0.07859397,1.904890518,0.062951861,0.095128402,-4.688321315
GOBP_CENTRIOLE_ELONGATION,0.202069905,-0.034981079,1.904744087,0.062971369,0.095144889,-4.688578387
chr10A3,-0.156472078,0.012050847,-1.904679345,0.062979995,0.095144932,-4.68869204
MIR_7085_3P,0.129035034,-0.029968694,1.90449858,0.063004087,0.095168336,-4.689009356
WP_GPCRS_SMALL_LIGAND,0.21693637,-0.059897821,1.903516974,0.06313505,0.095353049,-4.690732019
GOCC_U2_SNRNP,0.334666533,-0.072024251,1.903452905,0.063143606,0.095353049,-4.690844429
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP,0.305944553,-0.084602859,1.902789113,0.063232309,0.095473971,-4.692008884
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,-0.189933136,0.050496752,-1.902586471,0.06325941,0.095495838,-4.6923643
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT,0.236134961,-0.057456693,1.902551773,0.063264051,0.095495838,-4.692425154
GOBP_RESPONSE_TO_ZINC_ION,0.143622511,0.008347579,1.901555968,0.063397377,0.095675161,-4.694171206
TABULA_MURIS_SENIS_HEART_T_CELL_AGEING,0.262106017,-0.072524557,1.901535349,0.063400141,0.095675161,-4.694207352
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,0.184940668,-0.067394676,1.901268375,0.063435927,0.095708805,-4.69467533
GOBP_DEVELOPMENT_OF_SECONDARY_SEXUAL_CHARACTERISTICS,0.208231097,-0.027038803,1.901239992,0.063439733,0.095708805,-4.694725079
GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,-0.125097774,0.030785997,-1.901086793,0.063460277,0.095726749,-4.694993592
GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS,0.145026092,-0.018668608,1.900526655,0.063535442,0.095827069,-4.695975193
GOBP_FIBROBLAST_GROWTH_FACTOR_PRODUCTION,0.253899466,-0.10827777,1.899891789,0.063620726,0.095942622,-4.697087453
GOBP_DETECTION_OF_BIOTIC_STIMULUS,0.155871769,-0.044744291,1.899721568,0.063643609,0.095964052,-4.697385619
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION,-0.257515247,0.125453427,-1.899438175,0.063681722,0.096008438,-4.697881971
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,0.11448734,-0.041459851,1.898738673,0.063775879,0.096137294,-4.699106852
GOBP_PROGESTERONE_RECEPTOR_SIGNALING_PATHWAY,0.208515686,0.029902575,1.898624355,0.063791278,0.09614741,-4.699306997
GOBP_NEGATIVE_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS,0.290708324,-0.064628246,1.898220604,0.06384569,0.096216316,-4.700013784
GOBP_NOREPINEPHRINE_SECRETION,-0.214871326,-0.021691711,-1.897705943,0.063915107,0.096307812,-4.700914539
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS,0.12519881,0.011662081,1.896819966,0.064034757,0.096474965,-4.702464681
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,0.157259968,-0.01606664,1.896644755,0.064058441,0.096497511,-4.702771164
GOMF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY,0.233646114,-0.10067869,1.896207672,0.064117558,0.096573417,-4.703535615
MIR_10A_5P_MIR_10B_5P,0.118719078,-0.006385926,1.895979321,0.064148461,0.096606814,-4.703934937
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.091454147,-0.02772498,1.895861409,0.064164424,0.096617705,-4.704141117
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS,-0.134894314,0.028415537,-1.89462191,0.064332426,0.0968575,-4.706307824
MIR_6346,0.125458596,-0.008055512,1.893530258,0.064480699,0.097067531,-4.708215084
GOMF_ISOPRENOID_BINDING,-0.273021451,0.111293807,-1.893400641,0.064498324,0.097077428,-4.708441481
GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY,-0.165653633,-0.022501301,-1.89335288,0.064504819,0.097077428,-4.708524898
REACTOME_INTERFERON_GAMMA_SIGNALING,0.305632713,-0.107301852,1.893264735,0.064516808,0.097082268,-4.708678846
GOBP_CELL_FATE_DETERMINATION,-0.211515466,0.029092724,-1.89310781,0.064538156,0.097101188,-4.708952905
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,-0.146989451,0.065108472,-1.893001524,0.064552619,0.097109745,-4.709138516
MIR_8096,0.223905292,-0.006660931,1.892902848,0.064566049,0.097116746,-4.709310829
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,0.167491745,-0.062990916,1.891769626,0.06472045,0.097323392,-4.711289164
LAZARO_GENETIC_MOUSE_MODEL_HIGH_GRADE_LARGE_CELL_NEUROENDOCRINE_LUNG_CARCINOMA_DN,-0.137532856,-0.016714964,-1.891765423,0.064721023,0.097323392,-4.7112965
TABULA_MURIS_SENIS_TONGUE_BASAL_CELL_OF_EPIDERMIS_AGEING,0.252330887,-0.055504933,1.891082497,0.064814224,0.0974503,-4.712488235
WP_TRIACYLGLYCERIDE_SYNTHESIS,0.175227089,-0.086142825,1.890443517,0.064901531,0.097557182,-4.713602951
GOBP_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,0.306439661,-0.055383329,1.890433189,0.064902944,0.097557182,-4.713620967
BRACHAT_RESPONSE_TO_CISPLATIN,0.28333838,-0.047438716,1.890171707,0.064938701,0.097597672,-4.714077033
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,-0.141506087,0.02938693,-1.889071463,0.065089341,0.097797595,-4.715995444
GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,0.261499661,-0.077890511,1.889071039,0.065089399,0.097797595,-4.715996183
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,-0.201968536,0.013111436,-1.888123258,0.065219403,0.097979624,-4.717647991
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION,-0.166192949,0.046169289,-1.887608134,0.065290153,0.098072599,-4.718545461
GOBP_CHORIO_ALLANTOIC_FUSION,-0.24808847,0.064146858,-1.886879951,0.065390278,0.098209666,-4.719813772
GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY,0.290662871,-0.084556642,1.886663874,0.065420014,0.098240993,-4.720190043
GOCC_APICAL_PART_OF_CELL,-0.11508269,0.02708567,-1.886168302,0.065488256,0.098330128,-4.721052882
GOBP_TERPENOID_BIOSYNTHETIC_PROCESS,-0.249334776,0.076295672,-1.885580724,0.065569246,0.098438377,-4.72207566
chr17A1,-0.190027867,0.031264178,-1.885379361,0.065597021,0.098466717,-4.722426104
GOMF_DYNEIN_INTERMEDIATE_CHAIN_BINDING,-0.249987455,0.043337018,-1.88520727,0.065620767,0.098489001,-4.722725577
GOBP_CYSTEINE_METABOLIC_PROCESS,0.19658194,-0.032647202,1.884918587,0.065660616,0.098535445,-4.723227894
GOBP_REGULATION_OF_PROTEIN_MATURATION,0.157652657,-0.041884706,1.884766306,0.065681645,0.098553638,-4.723492841
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,-0.108211422,0.021436279,-1.883622333,0.065839802,0.098777555,-4.725482602
GOCC_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM,0.119418718,-0.003968896,1.883554627,0.065849172,0.098778221,-4.725600333
GOBP_REGULATION_OF_JUN_KINASE_ACTIVITY,0.192501484,-0.072825243,1.882873853,0.065943456,0.098900063,-4.726783906
GOBP_PHOSPHATIDIC_ACID_BIOSYNTHETIC_PROCESS,0.1441813,-0.000679269,1.88283911,0.065948271,0.098900063,-4.7268443
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY,-0.256214288,0.014934912,-1.882579493,0.065984259,0.098940624,-4.727295558
HEVNER_CORTEX_APICAL_INTERMEDIATE_PROGENITOR_CELLS,0.204469142,-0.063392921,1.882035739,0.066059688,0.099040307,-4.728240521
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,-0.145596134,-0.029192623,-1.881709256,0.066105013,0.099094835,-4.72880779
GOBP_DICARBOXYLIC_ACID_CATABOLIC_PROCESS,0.192932029,0.04780225,1.880779781,0.066234194,0.099275037,-4.730422299
GOMF_QUINONE_BINDING,0.205198204,-0.008578855,1.879277589,0.066443428,0.099575159,-4.733030185
